accession	runtype	species	genome_size
SRX14810465	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8072085	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9999196	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10692639	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX2256930	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1598034	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2962886	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10949346	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1598012	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1308733	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX3061732	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10020539	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5688441	ont	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10633226	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2935376	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX2256933	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10695998	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2545012	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1308828	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2941195	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5243253	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459259	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014465	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1308815	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX6725494	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX14041284	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2407687	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9183245	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6902008	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3447792	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX10297637	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX838757	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10194677	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10564378	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2268062	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX3836696	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843136	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3035907	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459297	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10161915	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014517	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX838820	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2407675	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10162070	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2955642	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10075473	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8019002	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2182302	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX2035468	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1308659	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX10156947	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7862699	ont	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9505075	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9206173	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX11179709	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9652964	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9207774	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10950681	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10155887	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014421	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9999197	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX11122300	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX696196	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9582340	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2243230	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2558997	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7508420	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX3836669	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459279	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8072254	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10646938	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843793	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX1843493	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX4743969	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX10157194	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10162068	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1898023	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX14041282	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1962399	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
ERX3365556	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3025845	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2242054	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10950689	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10443362	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX13297659	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7083089	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5243251	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4744012	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX6459261	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10156029	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10616328	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX11354436	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7862693	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX3365555	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843400	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX1962203	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX10130643	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10950132	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1962268	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX5242310	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4309977	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3763564	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9846014	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9996955	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4338966	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242933	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4326721	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10616320	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7899956	illumina	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	5027649
SRX2145668	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8023381	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1404198	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1308897	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX10617973	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10692435	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10180652	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8072197	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2945933	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6902122	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6944262	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9212343	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10161903	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10156943	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8018886	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459289	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10156047	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2374071	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2945951	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX3836683	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6480520	ont	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9505073	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459227	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9996949	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX13297686	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8035050	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843581	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
ERX2256898	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4338961	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014499	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3447758	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX2182240	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX1597996	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9537658	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10161912	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3447483	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX4014432	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1962220	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX9806439	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459253	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5431213	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7899952	illumina	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	5027649
SRX4014445	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10046818	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459304	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459274	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8035030	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10162059	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX3365557	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8035391	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8192062	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3447647	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX8035044	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9822647	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4743784	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX10163207	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9786424	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843500	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX3718328	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843443	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
ERX3365552	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX696032	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014495	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10010825	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9794900	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014447	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1308658	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX2407660	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10155953	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX13441773	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1598038	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10162071	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1597992	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014513	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1597988	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8035332	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX11354609	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014463	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9134518	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX2765231	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX3365560	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10155952	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1662706	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2182261	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX10180667	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3447679	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX10164702	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX3836679	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8428960	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9268278	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10206517	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX14810464	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9844477	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8072252	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10156665	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX2256940	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6902110	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1962214	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX5242886	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX13166959	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9623564	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459252	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX15845001	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242805	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9999189	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3087656	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242896	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014524	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10161905	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014425	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7899930	illumina	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	5027649
SRX9806459	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX18258495	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2242059	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2407681	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10950686	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242892	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2376387	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9190982	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX23495181	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5175498	ont	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX11311075	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8035198	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX11122301	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2243285	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX11548752	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1962219	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX5242894	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX13297671	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10609477	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9212333	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10156950	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10696009	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459235	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9212348	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX3836655	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9183261	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX814844	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014480	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX3365559	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6725372	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10156044	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3447653	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX1843704	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
ERX3836657	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3061742	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6725332	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014490	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2374142	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4743726	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX6459305	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10696000	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10148286	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX12119346	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10075027	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3015731	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1308856	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX8035325	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2182266	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX9212346	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7899931	illumina	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	5027649
SRX4014426	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX11354613	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9822670	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242502	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10692651	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1597995	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014438	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10156936	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX14041286	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2546940	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10564387	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX3661293	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2242056	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1662729	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4515807	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX4014427	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10161760	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4014469	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2946058	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX3836670	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242906	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX8035036	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242416	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9212335	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7845887	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10155960	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10161904	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843754	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242923	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1662730	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843804	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX2182271	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX4515780	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX10156949	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10156030	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4338973	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4338964	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5243266	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6459281	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9642857	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4743801	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX1843177	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242803	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2407656	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX7899915	illumina	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	5027649
SRX10582478	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10163199	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2962889	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1962210	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX1098815	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX6827226	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10156027	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX4743869	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX14810463	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242795	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10164694	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2243225	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242315	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10155971	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10156040	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
ERX3836673	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX5242926	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10563852	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1598011	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX14598211	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX11122299	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX9206180	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX18500093	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843758	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
SRX5243318	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1598021	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX2376368	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX10161914	illumina	Salmonella enterica subsp. enterica serovar Typhimurium	5027649
SRX1843605	illumina	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	5027649
