accession	reason
SRX12458390	Failed mean read length (99 bp) filter, expected > 249 bp
SRX12458396	Failed mean read length (99 bp) filter, expected > 249 bp
SRX12458399	Failed mean read length (100 bp) filter, expected > 249 bp
SRX12479853	Failed mean read length (99 bp) filter, expected > 249 bp
SRX12479865	Failed mean read length (99 bp) filter, expected > 249 bp
SRX12479869	Failed mean read length (99 bp) filter, expected > 249 bp
SRX12479870	Failed mean read length (99 bp) filter, expected > 249 bp
SRX12479871	Failed mean read length (99 bp) filter, expected > 249 bp
SRX12479881	Failed mean read length (98 bp) filter, expected > 249 bp
SRX12479894	Failed mean read length (99 bp) filter, expected > 249 bp
SRX12480009	Failed mean read length (98 bp) filter, expected > 249 bp
SRX12480017	Failed mean read length (99 bp) filter, expected > 249 bp
SRX12480173	Failed mean read length (99 bp) filter, expected > 249 bp
SRX12480177	Failed mean read length (99 bp) filter, expected > 249 bp
SRX12484489	Failed mean read length (99 bp) filter, expected > 249 bp
SRX12484492	Failed mean read length (99 bp) filter, expected > 249 bp
SRX12493340	Failed mean read length (99 bp) filter, expected > 249 bp
SRX12493665	Failed mean read length (99 bp) filter, expected > 249 bp
SRX740733	Failed mean read length (241 bp) filter, expected > 249 bp
SRX12514786	Failed mean read length (144 bp) filter, expected > 249 bp
SRX12557301	Failed mean read length (99 bp) filter, expected > 249 bp
SRX12557397	Failed mean read length (75 bp) filter, expected > 249 bp
SRX12557359	Failed mean read length (75 bp) filter, expected > 249 bp
SRX12557353	Failed mean read length (75 bp) filter, expected > 249 bp
SRX12557352	Failed mean read length (75 bp) filter, expected > 249 bp
SRX12557351	Failed mean read length (75 bp) filter, expected > 249 bp
SRX12557349	Failed mean read length (75 bp) filter, expected > 249 bp
SRX12557348	Failed mean read length (75 bp) filter, expected > 249 bp
SRX12557346	Failed mean read length (75 bp) filter, expected > 249 bp
SRX12557343	Failed mean read length (75 bp) filter, expected > 249 bp
SRX12557341	Failed mean read length (75 bp) filter, expected > 249 bp
SRX12570424	Failed mean read length (96 bp) filter, expected > 249 bp
SRX12570430	Failed mean read length (98 bp) filter, expected > 249 bp
SRX12571065	Failed mean read length (100 bp) filter, expected > 249 bp
SRX12571071	Failed mean read length (99 bp) filter, expected > 249 bp
SRX12571080	Failed mean read length (100 bp) filter, expected > 249 bp
SRX12571111	Failed mean read length (97 bp) filter, expected > 249 bp
SRX12571114	Failed mean read length (98 bp) filter, expected > 249 bp
SRX12571128	Failed mean read length (97 bp) filter, expected > 249 bp
SRX12571130	Failed mean read length (97 bp) filter, expected > 249 bp
SRX13167006	Failed mean read length (96 bp) filter, expected > 249 bp
SRX800884	Failed mean read length (191 bp) filter, expected > 249 bp
SRX13179035	Failed mean read length (98 bp) filter, expected > 249 bp
SRX13179057	Failed mean read length (98 bp) filter, expected > 249 bp
SRX13179058	Failed mean read length (99 bp) filter, expected > 249 bp
SRX13179074	Failed mean read length (94 bp) filter, expected > 249 bp
SRX13179084	Failed mean read length (99 bp) filter, expected > 249 bp
SRX13179100	Failed mean read length (99 bp) filter, expected > 249 bp
SRX13179108	Failed mean read length (98 bp) filter, expected > 249 bp
SRX13179114	Failed mean read length (99 bp) filter, expected > 249 bp
SRX13179139	Failed mean read length (99 bp) filter, expected > 249 bp
SRX13183664	Failed mean read length (99 bp) filter, expected > 249 bp
SRX13183668	Failed mean read length (99 bp) filter, expected > 249 bp
SRX13183674	Failed mean read length (98 bp) filter, expected > 249 bp
SRX13184803	Failed mean read length (149 bp) filter, expected > 249 bp
SRX13185864	Failed mean read length (148 bp) filter, expected > 249 bp
SRX13209526	Failed mean read length (145 bp) filter, expected > 249 bp
SRX13210891	Failed mean read length (96 bp) filter, expected > 249 bp
SRX13210892	Failed mean read length (97 bp) filter, expected > 249 bp
SRX13210901	Failed mean read length (98 bp) filter, expected > 249 bp;Failed base count (80666026 bp) filter, expected > 125691225 bp
SRX13211043	Failed mean read length (99 bp) filter, expected > 249 bp
SRX13228629	Failed mean read length (96 bp) filter, expected > 249 bp
SRX13228630	Failed mean read length (98 bp) filter, expected > 249 bp
SRX13228633	Failed mean read length (97 bp) filter, expected > 249 bp
SRX13237926	Failed mean read length (99 bp) filter, expected > 249 bp;Failed base count (99385827 bp) filter, expected > 125691225 bp
SRX13237936	Failed mean read length (99 bp) filter, expected > 249 bp
SRX13242237	Failed mean read length (99 bp) filter, expected > 249 bp
SRX13244483	Failed mean read length (96 bp) filter, expected > 249 bp
SRX13255646	Failed mean read length (99 bp) filter, expected > 249 bp
SRX13266286	Failed mean read length (148 bp) filter, expected > 249 bp
SRX13266291	Failed mean read length (148 bp) filter, expected > 249 bp
SRX13278136	Failed mean read length (147 bp) filter, expected > 249 bp
SRX13287753	Failed mean read length (99 bp) filter, expected > 249 bp
SRX13305035	Failed mean read length (98 bp) filter, expected > 249 bp
SRX13316187	Failed mean read length (100 bp) filter, expected > 249 bp
SRX13316955	Failed mean read length (98 bp) filter, expected > 249 bp
SRX810219	Failed mean read length (237 bp) filter, expected > 249 bp
SRX810220	Failed mean read length (235 bp) filter, expected > 249 bp
SRX810241	Failed mean read length (223 bp) filter, expected > 249 bp
SRX810252	Failed mean read length (238 bp) filter, expected > 249 bp
SRX13366337	Failed mean read length (148 bp) filter, expected > 249 bp
SRX13366341	Failed mean read length (146 bp) filter, expected > 249 bp
SRX13385254	Failed mean read length (99 bp) filter, expected > 249 bp
SRX13385261	Failed mean read length (97 bp) filter, expected > 249 bp
SRX13388790	Failed mean read length (235 bp) filter, expected > 249 bp
SRX13408801	Failed mean read length (237 bp) filter, expected > 249 bp
SRX13416792	Failed mean read length (148 bp) filter, expected > 249 bp
SRX13418852	Failed mean read length (149 bp) filter, expected > 249 bp
SRX13427346	Failed mean read length (96 bp) filter, expected > 249 bp
SRX13427359	Failed mean read length (94 bp) filter, expected > 249 bp
SRX13427376	Failed mean read length (95 bp) filter, expected > 249 bp
SRX13427481	Failed mean read length (95 bp) filter, expected > 249 bp
SRX13427486	Failed mean read length (98 bp) filter, expected > 249 bp
SRX13435884	Failed mean read length (240 bp) filter, expected > 249 bp
SRX13447045	Failed mean read length (99 bp) filter, expected > 249 bp
SRX13447053	Failed mean read length (99 bp) filter, expected > 249 bp
SRX13458894	Failed mean read length (99 bp) filter, expected > 249 bp
SRX13458906	Failed mean read length (99 bp) filter, expected > 249 bp
SRX13458923	Failed mean read length (99 bp) filter, expected > 249 bp
SRX13464651	Failed mean read length (149 bp) filter, expected > 249 bp
SRX13466470	Failed mean read length (232 bp) filter, expected > 249 bp
SRX13466460	Failed mean read length (197 bp) filter, expected > 249 bp
SRX13474191	Failed mean read length (240 bp) filter, expected > 249 bp
SRX13474183	Failed mean read length (234 bp) filter, expected > 249 bp
SRX13489865	Failed mean read length (146 bp) filter, expected > 249 bp
SRX821358	Failed mean read length (213 bp) filter, expected > 249 bp
SRX821363	Failed mean read length (178 bp) filter, expected > 249 bp
SRX13498185	Failed mean read length (99 bp) filter, expected > 249 bp
SRX13508193	Failed mean read length (99 bp) filter, expected > 249 bp
SRX13508218	Failed mean read length (99 bp) filter, expected > 249 bp
SRX13509477	Failed mean read length (240 bp) filter, expected > 249 bp
SRX13814639	Failed mean read length (99 bp) filter, expected > 249 bp
SRX13814678	Failed mean read length (99 bp) filter, expected > 249 bp
SRX13814683	Failed mean read length (99 bp) filter, expected > 249 bp
SRX13814751	Failed mean read length (99 bp) filter, expected > 249 bp
SRX13833388	Failed mean read length (100 bp) filter, expected > 249 bp
SRX13833537	Failed mean read length (99 bp) filter, expected > 249 bp
SRX849065	Failed mean read length (204 bp) filter, expected > 249 bp
SRX849070	Failed mean read length (225 bp) filter, expected > 249 bp
SRX13859662	Failed mean read length (100 bp) filter, expected > 249 bp
SRX13859669	Failed mean read length (99 bp) filter, expected > 249 bp
SRX13859933	Failed mean read length (93 bp) filter, expected > 249 bp
SRX13859934	Failed mean read length (99 bp) filter, expected > 249 bp
SRX13868335	Failed mean read length (99 bp) filter, expected > 249 bp
SRX13869453	Failed mean read length (99 bp) filter, expected > 249 bp
SRX13427493	Failed mean read length (95 bp) filter, expected > 249 bp
SRX13876573	Failed mean read length (98 bp) filter, expected > 249 bp
SRX13427860	Failed mean read length (148 bp) filter, expected > 249 bp
SRX13876574	Failed mean read length (99 bp) filter, expected > 249 bp
SRX13880393	Failed base count (93792 bp) filter, expected > 125691225 bp
SRX13427862	Failed mean read length (149 bp) filter, expected > 249 bp
SRX13880913	Failed mean read length (145 bp) filter, expected > 249 bp
SRX13435893	Failed mean read length (237 bp) filter, expected > 249 bp
SRX13880912	Failed mean read length (141 bp) filter, expected > 249 bp
SRX818430	Failed mean read length (229 bp) filter, expected > 249 bp
SRX853470	Failed mean read length (187 bp) filter, expected > 249 bp
SRX13447043	Failed mean read length (99 bp) filter, expected > 249 bp
SRX853492	Failed mean read length (238 bp) filter, expected > 249 bp
SRX13901861	Failed mean read length (147 bp) filter, expected > 249 bp
SRX13447046	Failed mean read length (99 bp) filter, expected > 249 bp
SRX13926286	Failed mean read length (243 bp) filter, expected > 249 bp
SRX13447048	Missing FASTQs
SRX13926276	Failed mean read length (219 bp) filter, expected > 249 bp
SRX13447065	Failed mean read length (99 bp) filter, expected > 249 bp
SRX857642	Failed mean read length (237 bp) filter, expected > 249 bp
SRX13458469	Failed mean read length (149 bp) filter, expected > 249 bp
SRX857685	Failed mean read length (210 bp) filter, expected > 249 bp
SRX13458471	Failed mean read length (148 bp) filter, expected > 249 bp
SRX13949156	Failed mean read length (147 bp) filter, expected > 249 bp
SRX13458475	Failed mean read length (148 bp) filter, expected > 249 bp
SRX13970984	Failed mean read length (234 bp) filter, expected > 249 bp
SRX13459933	Failed mean read length (239 bp) filter, expected > 249 bp
SRX13991460	Failed mean read length (99 bp) filter, expected > 249 bp
SRX13991498	Failed mean read length (99 bp) filter, expected > 249 bp
SRX13997932	Failed mean read length (145 bp) filter, expected > 249 bp
SRX14009217	Failed mean read length (99 bp) filter, expected > 249 bp
SRX14010215	Failed mean read length (149 bp) filter, expected > 249 bp
SRX14025326	Failed mean read length (100 bp) filter, expected > 249 bp
SRX14025331	Failed mean read length (99 bp) filter, expected > 249 bp
SRX14052143	Failed mean read length (100 bp) filter, expected > 249 bp
SRX13473026	Failed mean read length (148 bp) filter, expected > 249 bp
SRX14052144	Failed mean read length (99 bp) filter, expected > 249 bp
SRX13474192	Failed mean read length (236 bp) filter, expected > 249 bp
SRX14052151	Failed mean read length (99 bp) filter, expected > 249 bp
SRX13485447	Failed mean read length (149 bp) filter, expected > 249 bp
SRX14052152	Failed mean read length (99 bp) filter, expected > 249 bp
SRX13485461	Failed mean read length (149 bp) filter, expected > 249 bp
SRX14052155	Failed mean read length (99 bp) filter, expected > 249 bp
SRX14052169	Failed mean read length (99 bp) filter, expected > 249 bp
SRX821387	Failed mean read length (186 bp) filter, expected > 249 bp
SRX14073826	Failed mean read length (148 bp) filter, expected > 249 bp
SRX13498171	Failed mean read length (99 bp) filter, expected > 249 bp
SRX14074719	Failed mean read length (98 bp) filter, expected > 249 bp
SRX13498179	Failed mean read length (100 bp) filter, expected > 249 bp
SRX868708	Failed mean read length (178 bp) filter, expected > 249 bp
SRX13498181	Failed mean read length (100 bp) filter, expected > 249 bp
SRX14144413	Failed mean read length (100 bp) filter, expected > 249 bp
SRX821873	Failed mean read length (203 bp) filter, expected > 249 bp
SRX14144417	Failed mean read length (100 bp) filter, expected > 249 bp
SRX14144424	Failed mean read length (100 bp) filter, expected > 249 bp
ERX1879205	Failed mean read length (98 bp) filter, expected > 249 bp
SRX14162648	Failed mean read length (99 bp) filter, expected > 249 bp
ERX1879977	Failed mean read length (98 bp) filter, expected > 249 bp
SRX14171888	Failed mean read length (149 bp) filter, expected > 249 bp
SRX14175525	Failed mean read length (149 bp) filter, expected > 249 bp
SRX876708	Failed mean read length (179 bp) filter, expected > 249 bp
SRX14195011	Failed mean read length (148 bp) filter, expected > 249 bp
SRX878548	Failed mean read length (245 bp) filter, expected > 249 bp
ERX3806489	Failed mean read length (62 bp) filter, expected > 249 bp
SRX14213159	Failed mean read length (97 bp) filter, expected > 249 bp
SRX14241594	Failed mean read length (100 bp) filter, expected > 249 bp
SRX14241605	Failed mean read length (100 bp) filter, expected > 249 bp
SRX14250922	Failed mean read length (244 bp) filter, expected > 249 bp
SRX14265789	Failed mean read length (96 bp) filter, expected > 249 bp
SRX885399	Failed mean read length (199 bp) filter, expected > 249 bp
SRX885431	Failed mean read length (242 bp) filter, expected > 249 bp
SRX885434	Failed mean read length (242 bp) filter, expected > 249 bp
SRX885435	Failed mean read length (244 bp) filter, expected > 249 bp
SRX885441	Failed mean read length (243 bp) filter, expected > 249 bp
ERX5549795	Failed mean read length (134 bp) filter, expected > 249 bp
SRX14280093	Failed mean read length (100 bp) filter, expected > 249 bp
